nombre,enlace,pueblo,estrellas,imagen,descripcion
Alameda,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/carlos-v-p103402,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/2/4/arc_27542_m.jpg,"51 habitaciones (86 plazas). Habitaciones con: teléfono, TV y aire acondicionado-calefacción. Entre la Catedral y la Alcazaba-Teatro Romano. A 50 mtrs. del Museo Picasso. Parking."
California,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/elcano-p103535,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/3/4/arc_27543_m.jpg,"El Hotel Elcano, es un agradable hotel de sólo doce habitaciones ubicado en Málaga capital, corazón de la Costa del Sol y capital de Andalucía. Su entorno ofrece además de actividades de calidad,..."
Carlos V,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/goartin-p103515,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/2/6/arc_27662_m.jpg,"El Hotel Goartín es un moderno y confortable establecimiento que cuenta con un total de 15 habitaciones entre las que figuran 14 dobles estandar, con cama de matrimonio o separadas y 1 habitación..."
Elcano,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/ibis-budget-malaga-aeropuerto-p103396,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/4/4/arc_27644_m.jpg,"138 habitaciones. Habitaciones con: teléfono, TV, aire acondicionado-calefacción, y antena parabólica. A 3 minutos del aeropuerto de Málaga. Muy cerca del Palacio de Ferias y Congresos. A 1.5 km...."
Goartín,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/ibis-malaga-centro-ciudad-p103505,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/7/3/arc_27537_m.jpg,"En pleno corazón de Málaga, fácilmente accesible desde el aeropuerto, el hotel IBIS Centro Ciudad les recibe al lado de los principales lugares turísticos del Sur de España. El centro de la ciudad..."
Ibis Budget Málaga Aeropuerto,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/la-casa-azul-p103821,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/4/3/arc_27634_m.jpg,"La Casa Azul- Bed & Breakfast despliega todo su encanto en un rincón privilegiado de Málaga capital, a 5 minutos del Centro Histórico y a pocos metros de la playa de La Malagueta. Sus cinco amplias..."
Ibis Málaga Centro Ciudad,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/la-minilla-p103509,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/7/2/arc_27927_m.jpg,5 habitaciones. Restaurante con capacidad hasta 100 comensales. Situado a 15 minutos del centro de la ciudad en la entrada al Parque Natural de los Montes de Málaga. Aparcamiento privado. Servicio...
La Casa Azul,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/madeinterranea-suites-p104330,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/8/3/arc_27638_m.jpg,Madeinterranea Suites es un hotel Boutique situado en el centro histórico de Málaga en un antiguo palacete del siglo XVIII. Destacamos nuestro precioso patio Andaluz y la atención personalizada que...
La Minilla,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/romerito-p104046,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/3/8/arc_28383_m.jpg,"Situado en el barrio de Los Prados, este hotel de 2 estrellas cuenta con un bar. Las habitaciones disponen de aire acondicionado, WiFi, TV de pantalla plana y baños privados. Algunas de ellas..."
Madeinterranea Suites,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/solymar-p103407,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/7/1/arc_28117_m.jpg,"21 habitaciones dobles. Habitaciones con: teléfono, TV, aire acondicionado-calefacción y antena parabólica. Salón social. Situado en la zona oeste de la ciudad, próximo al Palacio de Deportes Jose..."
Romerito,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/sur-p103404,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/8/4/arc_27548_m.jpg,"37 habitaciones. Habitaciones con: teléfono, TV y aire acondicionado-calefacción."
HOTELES,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/teatro-romano-p104072,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/2/4/arc_28142_m.jpg,"Situado a 100 metros del Teatro Romano, algunas habitaciones ofrecen vistas. Cuenta con un bar, artículos de aseo gratuitos, TV de pantalla plana, Wifi, recepción abierta las 24 horas y desayuno..."
Teatro Romano,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/villa-darkum-p104132,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/1/0/arc_28201_m.jpg,"Este hotel-villa cuenta con piscina al aire libre, terraza y jardín, Wifi, servicio de canguro (no incluído en el precio) y televisión en la zona común. Servicio de tintorería y sala de reuniones..."
Villa Darkum,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/villa-lorena-p103533,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/0/6/arc_27660_m.jpg,"Villa Lorena ofrece una estancia acogedora en la zona más exclusiva de Málaga. Es pequeña en tamaño (siete habitaciones) pero grande en hospitalidad y servicio. Disponemos de jardín con piscina, la..."
Villa Lorena,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/zeus-p103406,Málaga,2,https://static.visita.malaga.eu/visita/subidas/imagenes/7/4/arc_27547_m.jpg,"30 habitaciones. Habitaciones con: teléfono, TV, aire acondicionado-calefacción y antena parabólica. Cafetería y restaurante. Situado en el centro de la ciudad, cerca de la estación Renfe y..."
Zeus,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/domus-p103426,Málaga,1,https://static.visita.malaga.eu/visita/subidas/imagenes/6/6/arc_27566_m.jpg,"15 habitaciones, todas con baño completo, dotadas de aire acondicionado y conexión a internet. Recepción 24 horas. Admite perros con un pequeño suplemento."
Domus,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/las-americas-p103410,Málaga,1,https://static.visita.malaga.eu/visita/subidas/imagenes/2/5/arc_27652_m.jpg,"18 habitaciones dobles. Habitaciones con: teléfono, TV, aire acondicionado-calefacción y antena parabólica. A 50 mtrs. de la estación de Renfe y próximo a la estación de autobuses. Terraza..."
Ibis Budget Málaga Centro,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/nomadas-centro-p103557,Málaga,1,https://static.visita.malaga.eu/visita/subidas/imagenes/1/5/arc_27551_m.jpg,"Alojamiento céntrico pero tranquilo, económico y confortable. Está cerca de la estación de autobuses y trenes, y a 5 minutos andando del centro histórico. Tu bici y tu moto también son bienvenidas...."
Las Américas,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/trebol-p103510,Málaga,1,https://static.visita.malaga.eu/visita/subidas/imagenes/8/7/arc_27678_m.jpg,El Hotel Trébol es un familiar Hotel de 1 estrella situado en pleno Centro Histórico y Comercial de Málaga. Su ambiente es agradable y su trato familiar. En el Hotel Trébol la limpieza está cuidada...
Nómadas Centro,https://visita.malaga.eu/es/planifica/donde-dormir/hoteles/hotel-alcazaba-premium-p103972,Málaga,1,https://static.visita.malaga.eu/visita/subidas/imagenes/9/3/arc_27639_m.jpg,"Este hotel, que ocupa un elegante edificio de los años 20, te permite disfrutar de uno de los restaurantes de Málaga centro mejor valorados y terraza chill-out con increíbles vistas a la Alcazaba y..."
